gene_id	PreFe_reads	T2_reads	T12_reads	T42_reads	gene_length	gene_product_name	COG	Pfam	Tigrfam	Enzyme	KO	IMG_Term	count_transmembrane_helices	count_hememotif_CXXCH	count_hememotif_CXXXCH	scaffold_id	start_coord	end_coord	strand 
2264877096	109	88	18	56	693	Outer membrane protein OmpA	COG2885 - Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins<br/><br/>	pfam13488 - Gly-zipper_Omp<br/><br/>pfam00691 - OmpA<br/><br/>						0	0	2264867518	2077	2769	-
2264877097	153	113	26	44	831	"Type II secretion system (T2SS), protein N"		pfam01203 - T2SSN<br/><br/>					1	0	0	2264867518	2779	3609	-
2264877098	142	93	22	41	549	"Type II secretion system (T2SS), protein M"		pfam04612 - T2SSM<br/><br/>					1	0	0	2264867518	3661	4209	-
2264877099	411	328	61	126	1275	GspL domain-containing protein		pfam12693 - GspL_C<br/><br/>						0	0	2264867518	4200	5474	-
2264877100	222	153	29	58	927	general secretion pathway protein K	"COG3156 - Type II secretory pathway, component PulK<br/><br/>"	pfam03934 - T2SSK<br/><br/>			KO:K02460 - gspK; general secretion pathway protein K<br/><br/>		1	0	0	2264867518	5471	6397	-
2264877101	36	33	3	10	573	prepilin-type N-terminal cleavage/methylation domain-containing protein		pfam13633 - N_methyl_3<br/><br/>pfam11612 - T2SSJ<br/><br/>	TIGR02532 - prepilin-type N-terminal cleavage/methylation domain<br/><br/>				1	0	0	2264867518	6394	6966	-
2264877102	50	30	6	9	345	general secretion pathway protein I		pfam02501 - T2SSI<br/><br/>pfam07963 - N_methyl<br/><br/>	TIGR02532 - prepilin-type N-terminal cleavage/methylation domain<br/><br/>TIGR01707 - type II secretion system protein I<br/><br/>		KO:K02458 - gspI; general secretion pathway protein I<br/><br/>		1	0	0	2264867518	6963	7307	-
2264877103	57	52	15	15	561	type II secretion system protein H	"COG2165 - Type II secretory pathway, pseudopilin PulG<br/><br/>"	pfam12019 - GspH<br/><br/>	TIGR02532 - prepilin-type N-terminal cleavage/methylation domain<br/><br/>TIGR01708 - type II secretion system protein H<br/><br/>				1	0	0	2264867518	7307	7867	-
2264877104	93	91	20	30	717	1-acyl-sn-glycerol-3-phosphate acyltransferase	COG0204 - 1-acyl-sn-glycerol-3-phosphate acyltransferase<br/><br/>	pfam01553 - Acyltransferase<br/><br/>	TIGR00530 - 1-acyl-sn-glycerol-3-phosphate acyltransferases<br/><br/>	EC:2.3.1.51 - 1-acylglycerol-3-phosphate O-acyltransferase.<br/><br/>	KO:K00655 - plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]<br/><br/>		1	0	0	2264867518	7867	8583	-
2264877105	87	57	15	30	429	hypothetical protein								0	0	2264867518	8675	9103	-
2264877106	49	35	7	17	471	Uncharacterized membrane protein	COG5528 - Uncharacterized membrane protein<br/><br/>	pfam10027 - DUF2269<br/><br/>					4	0	0	2264867518	9376	9846	-
2264877107	255	148	24	74	1275	Nucleoside-diphosphate-sugar epimerase	COG0451 - Nucleoside-diphosphate-sugar epimerase<br/><br/>	pfam13781 - DoxX_3<br/><br/>pfam13460 - NAD_binding_10<br/><br/>					4	0	0	2264867518	9846	11120	-
2264877108	633	447	89	267	1695	hypothetical protein								0	0	2264867518	11208	12902	-
2264877109	153	117	37	49	684	orotidine-5'-phosphate decarboxylase	COG0284 - Orotidine-5'-phosphate decarboxylase<br/><br/>	pfam00215 - OMPdecase<br/><br/>	"TIGR01740 - orotidine 5'-phosphate decarboxylase, subfamily 1<br/><br/>"	EC:4.1.1.23 - Orotidine-5'-phosphate decarboxylase.<br/><br/>	KO:K01591 - pyrF; orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]<br/><br/>	1394 - orotidine-5'-phosphate decarboxylase (EC 4.1.1.23)<br/><br/>		0	0	2264867518	13255	13938	-
2264877110	245	153	31	53	1170	"Lipopolysaccharide biosynthesis regulator YciM, contains six TPR domains and a predicted metal-binding C-terminal domain"	"COG2956 - Lipopolysaccharide biosynthesis regulator YciM, contains six TPR domains and a predicted metal-binding C-terminal domain<br/><br/>"						1	1	0	2264867518	13952	15121	-
2264877111	168	78	29	35	294	Protein of unknown function (DUF1049)	COG5416 - Uncharacterized integral membrane protein<br/><br/>	pfam06305 - DUF1049<br/><br/>					2	0	0	2264867518	15204	15497	-
2264877112	179	127	42	79	285	integration host factor subunit beta	COG0776 - Bacterial nucleoid DNA-binding protein<br/><br/>	pfam00216 - Bac_DNA_binding<br/><br/>	"TIGR00988 - integration host factor, beta subunit<br/><br/>"		"KO:K05788 - ihfB, himD; integration host factor subunit beta<br/><br/>"			0	0	2264867518	15651	15935	-
2264877113	969	751	170	320	1695	small subunit ribosomal protein S1	COG0539 - Ribosomal protein S1<br/><br/>	pfam00575 - S1<br/><br/>	TIGR00717 - ribosomal protein S1<br/><br/>		"KO:K02945 - RP-S1, rpsA; small subunit ribosomal protein S1<br/><br/>"			0	0	2264867518	16155	17849	-
2264877114	159	124	23	48	564	cytidylate kinase	COG0283 - Cytidylate kinase<br/><br/>	pfam02224 - Cytidylate_kin<br/><br/>	TIGR00017 - cytidylate kinase<br/><br/>	EC:6.3.2.1 - Pantoate--beta-alanine ligase (AMP-forming).<br/><br/>EC:2.7.4.14 - UMP/CMP kinase.<br/><br/>	KO:K00945 - cmk; cytidylate kinase [EC:2.7.4.14]<br/><br/>KO:K13799 - panC-cmk; pantoate ligase / cytidylate kinase [EC:6.3.2.1 2.7.4.14]<br/><br/>			0	0	2264867518	17924	18487	-
2264877115	153	140	25	45	1341	3-phosphoshikimate 1-carboxyvinyltransferase	COG0128 - 5-enolpyruvylshikimate-3-phosphate synthase<br/><br/>	pfam00275 - EPSP_synthase<br/><br/>	TIGR01356 - 3-phosphoshikimate 1-carboxyvinyltransferase<br/><br/>	EC:2.5.1.19 - 3-phosphoshikimate 1-carboxyvinyltransferase.<br/><br/>	KO:K00800 - aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]<br/><br/>	342 - 3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)<br/><br/>		0	0	2264867518	18987	20327	+
2264877116	15	16	1	1	213	cytidylate kinase		pfam02224 - Cytidylate_kin<br/><br/>	TIGR00017 - cytidylate kinase<br/><br/>	EC:2.7.4.14 - UMP/CMP kinase.<br/><br/>	KO:K00945 - cmk; cytidylate kinase [EC:2.7.4.14]<br/><br/>			0	0	2264867518	20327	20539	+
2264877117	1	4	0	0	77	(tRNA )								0	0	2264867519	361	437	+
2264877118	110	125	39	63	1221	Integrase	COG0582 - Integrase<br/><br/>	pfam00589 - Phage_integrase<br/><br/>pfam13356 - DUF4102<br/><br/>						0	0	2264867519	628	1848	+
2264877119	31	26	7	37	705	hypothetical protein								0	0	2264867519	2196	2900	+
2264877120	10	5	1	5	258	"transcriptional regulator, AlpA family"		pfam05930 - Phage_AlpA<br/><br/>				"2254 - transcriptional regulator, AlpA family<br/><br/>"		0	0	2264867519	3040	3297	+
2264877121	1	3	1	4	168	hypothetical protein								0	0	2264867519	3227	3394	-
2264877122	29	41	8	21	1146	hypothetical protein							3	0	0	2264867519	3692	4837	+
2264877123	7	11	5	5	600	hypothetical protein								0	0	2264867519	5073	5672	+
2264877124	8	10	3	7	282	hypothetical protein								0	0	2264867519	5669	5950	+
2264877125	10	13	2	7	261	hypothetical protein								0	0	2264867519	6001	6261	+
2264877126	32	65	10	31	2574	putative DNA primase/helicase	COG4643 - Uncharacterized domain associated with phage/plasmid primase<br/><br/>	pfam13362 - Toprim_3<br/><br/>pfam06048 - DUF927<br/><br/>			KO:K06919 - K06919; putative DNA primase/helicase<br/><br/>			0	0	2264867519	6404	8977	+
2264877127	31	19	5	16	255	Uncharacterized protein conserved in bacteria		pfam14384 - BrnA_antitoxin<br/><br/>						0	0	2264867519	9764	10018	+
2264877128	9	7	2	3	201	Uncharacterized protein conserved in bacteria		pfam14384 - BrnA_antitoxin<br/><br/>						0	0	2264867519	10169	10369	+
2264877129	240	226	275	249	375	Predicted nucleotidyltransferase	COG1669 - Predicted nucleotidyltransferase<br/><br/>	pfam01909 - NTP_transf_2<br/><br/>						0	0	2264867519	10587	10961	-
2264877130	52	40	8	24	414	"nucleotidyltransferase substrate binding protein, HI0074 family"		pfam08780 - NTase_sub_bind<br/><br/>	"TIGR01987 - nucleotidyltransferase substrate binding protein, HI0074 family<br/><br/>"					0	0	2264867519	10958	11371	-
2264877131	28	30	2	13	231	sec-independent protein translocase protein TatA	COG1826 - Sec-independent protein translocase protein TatA<br/><br/>	pfam02416 - MttA_Hcf106<br/><br/>	"TIGR01411 - twin arginine-targeting protein translocase, TatA/E family<br/><br/>"		KO:K03116 - tatA; sec-independent protein translocase protein TatA<br/><br/>		1	0	0	2264867519	11600	11830	+
2264877132	120	116	22	38	831	nicotinate-nucleotide pyrophosphorylase [carboxylating]	COG0157 - Nicotinate-nucleotide pyrophosphorylase<br/><br/>	pfam02749 - QRPTase_N<br/><br/>pfam01729 - QRPTase_C<br/><br/>	TIGR00078 - nicotinate-nucleotide pyrophosphorylase<br/><br/>	EC:2.4.2.19 - Nicotinate-nucleotide diphosphorylase (carboxylating).<br/><br/>	"KO:K00767 - nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]<br/><br/>"	563 - nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19)<br/><br/>		0	0	2264867519	11827	12657	+
2264877133	125	77	24	41	807	"BirA family transcriptional regulator, biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase"	COG0340 - Biotin-(acetyl-CoA carboxylase) ligase<br/><br/>	pfam03099 - BPL_LplA_LipB<br/><br/>pfam02237 - BPL_C<br/><br/>	"TIGR00121 - birA, biotin-[acetyl-CoA-carboxylase] ligase region<br/><br/>"	EC:6.3.4.15 - Biotin--[acetyl-CoA-carboxylase] ligase.<br/><br/>	"KO:K03524 - birA; BirA family transcriptional regulator, biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]<br/><br/>"			0	0	2264867519	12663	13469	+
2264877134	88	97	14	36	786	type III pantothenate kinase	COG1521 - Pantothenate kinase type III<br/><br/>	pfam03309 - Pan_kinase<br/><br/>	"TIGR00671 - pantothenate kinase, type III<br/><br/>"	EC:2.7.1.33 - Pantothenate kinase.<br/><br/>	KO:K03525 - coaX; type III pantothenate kinase [EC:2.7.1.33]<br/><br/>			0	0	2264867519	13466	14251	+
2264877135	96	57	14	28	621	hypothetical protein							1	0	0	2264867519	14362	14982	+
2264877136	166	168	43	89	1011	Glucose/sorbosone dehydrogenases		pfam12275 - DUF3616<br/><br/>						0	0	2264867519	15037	16047	+
2264877137	132	153	32	50	909	"ABC-type multidrug transport system, ATPase component"	"COG1131 - ABC-type multidrug transport system, ATPase component<br/><br/>"	pfam00005 - ABC_tran<br/><br/>						0	0	2264867519	16056	16964	+
2264877138	90	57	13	13	726	"ABC-type multidrug transport system, permease component"		pfam01061 - ABC2_membrane<br/><br/>					6	0	0	2264867519	16961	17686	+
2264877139	107	57	14	22	2034	hypothetical protein								0	0	2264867519	17905	19938	+
2264877140	8	8	2	7	231	hypothetical protein								0	0	2264867519	19995	20225	+
2264877141	445	369	114	138	3045	pyruvate-ferredoxin/flavodoxin oxidoreductase	"COG0674 - Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit<br/><br/>"	pfam01855 - POR_N<br/><br/>pfam10371 - EKR<br/><br/>pfam01558 - POR<br/><br/>pfam13484 - Fer4_16<br/><br/>pfam17147 - PFOR_II<br/><br/>	"TIGR02176 - pyruvate:ferredoxin (flavodoxin) oxidoreductase, homodimeric<br/><br/>"	EC:1.2.7.- - Oxidoreductases. Acting on the aldehyde or oxo group of donors. With an iron-sulfur protein as acceptor.<br/><br/>EC:1.2.7.1 - Pyruvate synthase.<br/><br/>	"KO:K03737 - por, nifJ; pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]<br/><br/>"			0	0	2264867520	114	3158	-
2264877142	182	138	48	58	1638	NADPH-dependent glutamate synthase beta chain	COG0493 - NADPH-dependent glutamate synthase beta chain or related oxidoreductase<br/><br/>	pfam07992 - Pyr_redox_2<br/><br/>pfam14691 - Fer4_20<br/><br/>pfam00037 - Fer4<br/><br/>						0	0	2264867520	3155	4792	-
2264877143	397	341	91	125	1866	DNA mismatch repair protein MutL	COG0323 - DNA mismatch repair ATPase MutL<br/><br/>	pfam01119 - DNA_mis_repair<br/><br/>pfam13589 - HATPase_c_3<br/><br/>pfam08676 - MutL_C<br/><br/>	TIGR00585 - DNA mismatch repair protein MutL<br/><br/>		KO:K03572 - mutL; DNA mismatch repair protein MutL<br/><br/>	608 - DNA mismatch repair protein MutL<br/><br/>		0	0	2264867520	4827	6692	-
2264877144	238	175	27	48	1167	hypothetical protein							2	0	0	2264867520	6699	7865	-
2264877145	264	298	78	109	1107	hypothetical protein							1	0	0	2264867520	7862	8968	-
2264877146	423	468	77	199	984	porphobilinogen synthase	"COG0113 - Delta-aminolevulinic acid dehydratase, porphobilinogen synthase<br/><br/>"	pfam00490 - ALAD<br/><br/>		EC:4.2.1.24 - Porphobilinogen synthase.<br/><br/>	"KO:K01698 - hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]<br/><br/>"			0	0	2264867520	8968	9951	-
2264877147	411	272	82	169	906	"Nucleotide-binding universal stress protein,  UspA family"	"COG0589 - Nucleotide-binding universal stress protein,  UspA family<br/><br/>"	pfam00582 - Usp<br/><br/>						0	0	2264867520	10034	10939	-
2264877148	88	81	10	25	600	signal peptidase I	COG0681 - Signal peptidase I<br/><br/>	pfam00717 - Peptidase_S24<br/><br/>	"TIGR02227 - signal peptidase I, bacterial type<br/><br/>"	EC:3.4.21.89 - Signal peptidase I.<br/><br/>	KO:K03100 - lepB; signal peptidase I [EC:3.4.21.89]<br/><br/>		1	0	0	2264867520	11148	11747	-
2264877149	272	296	64	91	1023	hypothetical protein	"COG0524 - Sugar or nucleoside kinase, ribokinase family<br/><br/>"	pfam00294 - PfkB<br/><br/>			KO:K00924 - E2.7.1.-; <br/><br/>			0	0	2264867520	11803	12825	-
2264877150	19	13	3	12	198	hypothetical protein							2	0	0	2264867520	13165	13362	-
2264877151	65	39	5	17	921	hypothetical protein							7	0	0	2264867520	13967	14887	-
2264877152	173	135	32	66	1548	"Radical SAM superfamily enzyme YgiQ, UPF0313 family"	"COG1032 - Radical SAM superfamily enzyme YgiQ, UPF0313 family<br/><br/>"	pfam13311 - DUF4080<br/><br/>pfam02310 - B12-binding<br/><br/>pfam04055 - Radical_SAM<br/><br/>						0	0	2264867520	15273	16820	-
2264877153	91	86	16	32	843	sirohydrochlorin cobaltochelatase	COG2138 - Sirohydrochlorin ferrochelatase<br/><br/>	pfam01903 - CbiX<br/><br/>		EC:4.99.1.3 - Sirohydrochlorin cobaltochelatase.<br/><br/>	KO:K03795 - cbiX; sirohydrochlorin cobaltochelatase [EC:4.99.1.3]<br/><br/>			0	0	2264867520	16836	17678	-
2264877154	57	45	7	26	1083	type II restriction enzyme		pfam09561 - RE_HpaII<br/><br/>		EC:3.1.21.4 - Type II site-specific deoxyribonuclease.<br/><br/>	KO:K01155 - E3.1.21.4; type II restriction enzyme [EC:3.1.21.4]<br/><br/>			0	0	2264867520	17693	18775	-
2264877155	31	20	5	8	429	Site-specific DNA methylase		pfam00145 - DNA_methylase<br/><br/>		EC:2.1.1.37 - DNA (cytosine-5-)-methyltransferase.<br/><br/>	"KO:K00558 - DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]<br/><br/>"			0	0	2264867520	18759	19187	-
2264877156	172	134	29	40	711	hypothetical protein	"COG3494 - Uncharacterized conserved protein, DUF1009 family<br/><br/>"	pfam06230 - DUF1009<br/><br/>			KO:K09949 - K09949; uncharacterized protein<br/><br/>			0	0	2264867521	1	711	+
2264877157	273	169	52	80	1089	lipid-A-disaccharide synthase	COG0763 - Lipid A disaccharide synthetase<br/><br/>	pfam02684 - LpxB<br/><br/>	TIGR00215 - lipid-A-disaccharide synthase<br/><br/>	EC:2.4.1.182 - Lipid-A-disaccharide synthase.<br/><br/>	KO:K00748 - lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182]<br/><br/>	547 - lipid-A-disaccharide synthase (EC 2.4.1.182)<br/><br/>		0	0	2264867521	768	1856	+
2264877158	169	148	19	38	1530	"sulfate permease, SulP family"	"COG0659 - Sulfate permease or related transporter, MFS superfamily<br/><br/>"	pfam01740 - STAS<br/><br/>pfam00916 - Sulfate_transp<br/><br/>			"KO:K03321 - TC.SULP; sulfate permease, SulP family<br/><br/>"		11	0	0	2264867521	2065	3594	+
2264877159	84	72	14	31	294	"membrane fusion protein, multidrug efflux system"					"KO:K03543 - emrA; membrane fusion protein, multidrug efflux system<br/><br/>"			0	0	2264867521	3644	3937	+
2264877160	94	107	19	27	303	"Cell division protein ZapA, inhibits GTPase activity of FtsZ"	"COG3027 - Cell division protein ZapA, inhibits GTPase activity of FtsZ<br/><br/>"	pfam05164 - ZapA<br/><br/>						0	0	2264867521	3930	4232	+
2264877161	1470	1145	194	414	1668	prolyl-tRNA synthetase	COG0442 - Prolyl-tRNA synthetase<br/><br/>	pfam04073 - tRNA_edit<br/><br/>pfam00587 - tRNA-synt_2b<br/><br/>pfam03129 - HGTP_anticodon<br/><br/>	"TIGR00409 - prolyl-tRNA synthetase, family II<br/><br/>"	EC:6.1.1.15 - Proline--tRNA ligase.<br/><br/>	"KO:K01881 - PARS, proS; prolyl-tRNA synthetase [EC:6.1.1.15]<br/><br/>"	1944 - prolyl-tRNA synthetase (EC 6.1.1.15)<br/><br/>		0	0	2264867521	4537	6204	+
2264877162	495	398	111	149	726	Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)		pfam01464 - SLT<br/><br/>					1	0	0	2264867521	6210	6935	+
2264877163	619	515	110	185	951	prolyl-tRNA synthetase		pfam00587 - tRNA-synt_2b<br/><br/>	"TIGR00409 - prolyl-tRNA synthetase, family II<br/><br/>"	EC:6.1.1.15 - Proline--tRNA ligase.<br/><br/>	"KO:K01881 - PARS, proS; prolyl-tRNA synthetase [EC:6.1.1.15]<br/><br/>"	1944 - prolyl-tRNA synthetase (EC 6.1.1.15)<br/><br/>		0	0	2264867521	7082	8032	-
2264877164	80	85	12	44	303	"Cell division protein ZapA, inhibits GTPase activity of FtsZ"	"COG3027 - Cell division protein ZapA, inhibits GTPase activity of FtsZ<br/><br/>"	pfam05164 - ZapA<br/><br/>						0	0	2264867521	8337	8639	-
2264877165	74	81	13	29	294	"membrane fusion protein, multidrug efflux system"					"KO:K03543 - emrA; membrane fusion protein, multidrug efflux system<br/><br/>"			0	0	2264867521	8632	8925	-
2264877166	161	116	25	28	1530	"sulfate permease, SulP family"	"COG0659 - Sulfate permease or related transporter, MFS superfamily<br/><br/>"	pfam00916 - Sulfate_transp<br/><br/>pfam01740 - STAS<br/><br/>			"KO:K03321 - TC.SULP; sulfate permease, SulP family<br/><br/>"		11	0	0	2264867521	8975	10504	-
2264877167	256	183	35	89	1089	lipid-A-disaccharide synthase	COG0763 - Lipid A disaccharide synthetase<br/><br/>	pfam02684 - LpxB<br/><br/>	TIGR00215 - lipid-A-disaccharide synthase<br/><br/>	EC:2.4.1.182 - Lipid-A-disaccharide synthase.<br/><br/>	KO:K00748 - lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182]<br/><br/>	547 - lipid-A-disaccharide synthase (EC 2.4.1.182)<br/><br/>		0	0	2264867521	10713	11801	-
2264877168	214	150	34	52	837	hypothetical protein	"COG3494 - Uncharacterized conserved protein, DUF1009 family<br/><br/>"	pfam06230 - DUF1009<br/><br/>			KO:K09949 - K09949; uncharacterized protein<br/><br/>			0	0	2264867521	11858	12694	-
2264877169	402	280	72	111	810	acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	COG1043 - Acyl-[acyl carrier protein]--UDP-N-acetylglucosamine O-acyltransferase<br/><br/>	pfam00132 - Hexapep<br/><br/>pfam13720 - Acetyltransf_11<br/><br/>	TIGR01852 - acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase<br/><br/>	EC:2.3.1.129 - Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase.<br/><br/>	KO:K00677 - lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]<br/><br/>	542 - acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)<br/><br/>		0	0	2264867521	12678	13487	-
2264877170	165	88	16	34	444	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	COG0764 - 3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase<br/><br/>	pfam07977 - FabA<br/><br/>	TIGR01750 - beta-hydroxyacyl-[acyl carrier protein] dehydratase FabZ<br/><br/>	EC:4.2.1.59 - 3-hydroxyacyl-[acyl-carrier-protein] dehydratase.<br/><br/>	KO:K02372 - fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]<br/><br/>	2499 - 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.-)<br/><br/>		0	0	2264867521	13484	13927	-
2264877171	560	472	107	170	1020	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	COG1044 - UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase<br/><br/>	pfam00132 - Hexapep<br/><br/>pfam04613 - LpxD<br/><br/>	TIGR01853 - UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase LpxD<br/><br/>	EC:2.3.1.191 - UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase.<br/><br/>	KO:K02536 - lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]<br/><br/>	545 - UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.191)<br/><br/>		0	0	2264867521	14015	15034	-
2264877172	252	221	55	110	528	Outer membrane protein (OmpH-like)	"COG2825 - Periplasmic chaperone for outer membrane proteins, Skp family<br/><br/>"	pfam03938 - OmpH<br/><br/>						0	0	2264867521	15038	15565	-
2264877173	290	179	44	53	2316	Beta-barrel assembly machine subunit BamA	COG4775 - Outer membrane protein assembly factor BamA<br/><br/>	pfam07244 - POTRA<br/><br/>pfam01103 - Bac_surface_Ag<br/><br/>	"TIGR03303 - outer membrane protein assembly complex, YaeT protein<br/><br/>"		"KO:K07277 - SAM50, TOB55, bamA; outer membrane protein insertion porin family<br/><br/>"	7185 - Beta-barrel assembly machine subunit BamA<br/><br/>		0	0	2264867521	15896	18211	-
2264877174	95	69	16	29	1101	regulator of sigma E protease		pfam02163 - Peptidase_M50<br/><br/>pfam13180 - PDZ_2<br/><br/>	TIGR00054 - RIP metalloprotease RseP<br/><br/>	EC:3.4.24.- - Hydrolases. Acting on peptide bonds (peptidases). Metalloendopeptidases.<br/><br/>	KO:K11749 - rseP; regulator of sigma E protease [EC:3.4.24.-]<br/><br/>		3	0	0	2264867521	18208	19308	-
2264877175	199	161	41	68	1113	ATP-dependent DNA helicase RecG		pfam00270 - DEAD<br/><br/>pfam17191 - RecG_wedge<br/><br/>		EC:3.6.4.12 - DNA helicase.<br/><br/>	KO:K03655 - recG; ATP-dependent DNA helicase RecG [EC:3.6.4.12]<br/><br/>	55 - ATP-dependent DNA helicase RecG (EC 3.6.1.-)<br/><br/>		0	0	2264867522	133	1245	+
2264877176	102	74	17	28	936	ATP-dependent DNA helicase RecG		pfam00271 - Helicase_C<br/><br/>		EC:3.6.4.12 - DNA helicase.<br/><br/>	KO:K03655 - recG; ATP-dependent DNA helicase RecG [EC:3.6.4.12]<br/><br/>	55 - ATP-dependent DNA helicase RecG (EC 3.6.1.-)<br/><br/>		0	0	2264867522	1190	2125	+
2264877177	249	230	59	75	657	Putative negative regulator of RcsB-dependent stress response	COG2976 - Putative negative regulator of RcsB-dependent stress response<br/><br/>	pfam09976 - TPR_21<br/><br/>					1	0	0	2264867522	2346	3002	+
2264877178	347	246	54	108	1149	Beta-barrel assembly machine subunit BamB		pfam13360 - PQQ_2<br/><br/>				7186 - Beta-barrel assembly machine subunit BamB<br/><br/>		0	0	2264867522	2999	4147	+
2264877179	324	237	67	114	1425	GTP-binding protein	COG1160 - Predicted GTPases<br/><br/>	pfam14714 - KH_dom-like<br/><br/>pfam01926 - MMR_HSR1<br/><br/>	TIGR03594 - ribosome-associated GTPase EngA<br/><br/>TIGR00231 - small GTP-binding protein domain<br/><br/>		"KO:K03977 - engA, der; GTPase<br/><br/>"			0	0	2264867522	4147	5571	+
2264877180	73	61	14	24	438	coenzyme Q-binding protein COQ10	COG2867 - Ribosome association toxin PasT (RatA) of the RatAB toxin-antitoxin module<br/><br/>	pfam03364 - Polyketide_cyc<br/><br/>			KO:K18588 - COQ10; coenzyme Q-binding protein COQ10<br/><br/>			0	0	2264867522	5571	6008	+
2264877181	69	44	9	8	303	hypothetical protein	"COG2914 - Putative antitoxin component PasI (RatB) of the RatAB toxin-antitoxin module, ubiquitin-RnfH superfamily<br/><br/>"	pfam03658 - Ub-RnfH<br/><br/>			KO:K09801 - K09801; uncharacterized protein<br/><br/>			0	0	2264867522	6008	6310	+
2264877182	190	110	38	48	1812	Signal transduction histidine kinase	COG4585 - Signal transduction histidine kinase<br/><br/>	pfam02518 - HATPase_c<br/><br/>					7	0	0	2264867522	6412	8223	-
2264877183	95	54	23	46	537	hypothetical protein							1	0	0	2264867522	8427	8963	-
2264877184	121	131	26	40	501	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	COG1047 - FKBP-type peptidyl-prolyl cis-trans isomerase 2<br/><br/>	pfam00254 - FKBP_C<br/><br/>		EC:5.2.1.8 - Peptidylprolyl isomerase.<br/><br/>	KO:K03775 - slyD; FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]<br/><br/>			0	0	2264867522	9631	10131	+
2264877185	89	75	16	45	384	arsenate reductase	"COG1393 - Arsenate reductase and related proteins, glutaredoxin family<br/><br/>"	pfam03960 - ArsC<br/><br/>	TIGR00014 - arsenate reductase (glutaredoxin)<br/><br/>	EC:1.20.4.1 - Arsenate reductase (glutaredoxin).<br/><br/>	"KO:K00537 - ARSC1, arsC; arsenate reductase [EC:1.20.4.1]<br/><br/>"			0	0	2264867522	10085	10468	+
2264877186	92	44	15	29	420	Protein of unknown function (DUF721)		pfam05258 - DUF721<br/><br/>						0	1	2264867522	10700	11119	+
2264877187	315	156	39	69	2733	hypothetical protein	"COG1033 - Predicted exporter protein, RND superfamily<br/><br/>"	pfam03176 - MMPL<br/><br/>pfam00027 - cNMP_binding<br/><br/>			KO:K07003 - K07003; uncharacterized protein<br/><br/>		11	0	0	2264867522	11147	13879	-
2264877188	133	89	27	30	855	hypothetical protein		pfam17131 - LolA_like<br/><br/>						0	0	2264867522	13938	14792	-
2264877189	88	75	22	25	597	hypothetical protein	COG3009 - Uncharacterized lipoprotein YmbA<br/><br/>	pfam03886 - ABC_trans_aux<br/><br/>			KO:K09857 - K09857; uncharacterized protein<br/><br/>			0	0	2264867522	14789	15385	-
2264877190	270	200	40	71	1677	paraquat-inducible protein B	COG3008 - Paraquat-inducible protein B<br/><br/>	pfam02470 - MlaD<br/><br/>			KO:K06192 - pqiB; paraquat-inducible protein B<br/><br/>		1	0	0	2264867522	15389	17065	-
